Sentence,Category,Spacy
 Ishaque was a member of the Congress Party and a freedom fighter.,H0,"[[0, 7, 'H0'], [14, 20, 'H1'], [28, 36, 'H1'], [37, 42, 'H1']]"
 He has also served as the Chairman of the Commonwealth Parliamentary Association and President of the World Federation of United Nations Association.,H1,"[[26, 34, 'H1'], [42, 54, 'H1'], [55, 68, 'H1'], [69, 80, 'H1'], [85, 94, 'H1'], [102, 107, 'H1'], [108, 118, 'H1'], [119, 121, 'H1'], [122, 128, 'H1'], [129, 136, 'H1'], [137, 149, 'H1']]"
" A member of the Communist Party of India (Marxist), he was elected to the Legislative Assembly of West Bengal for the first time in 1977.",H1,"[[2, 8, 'H1'], [12, 15, 'H1'], [16, 25, 'H1'], [26, 31, 'H1'], [32, 34, 'H1'], [35, 40, 'H1'], [41, 51, 'H1'], [74, 85, 'H1'], [86, 94, 'H1'], [95, 97, 'H1'], [98, 102, 'H1'], [103, 109, 'H1']]"
" Thereafter, he served in the assembly for six terms, from 1977 to 2011.",None,[]
 He was the Minister for Judicial Affairs in the Government of West Bengal from 1977 to 1982 and subsequently served as Speaker of the Legislative Assembly from 1982 to 2011.,H1,"[[11, 19, 'H1'], [20, 23, 'H1'], [24, 32, 'H1'], [33, 40, 'H1'], [48, 58, 'H1'], [59, 61, 'H1'], [62, 66, 'H1'], [67, 73, 'H1'], [119, 126, 'H1'], [127, 129, 'H1'], [130, 133, 'H1'], [134, 145, 'H1'], [146, 154, 'H1']]"
" He was the MLA for Amdanga constituency from 1977 to 2006, when he shifted his constituency to the Entally constituency.",H1,"[[11, 14, 'H1'], [19, 26, 'H1'], [27, 39, 'H1']]"
 He was the MLA from Entally until 2011.,H1,"[[11, 14, 'H1'], [20, 27, 'H1']]"
 He has served in numerous departments and committees of West Bengal.,H1,"[[56, 60, 'H1'], [61, 68, 'H1']]"
 Halim has also represented West Bengal at numerous seminars in India and abroad.,H0,"[[0, 5, 'H0']]"
" Halim was the longest-serving speaker of any legislative assembly in India, serving for a consecutive 29 years from 6 May 1982 to May 2011.",H0,"[[0, 5, 'H0']]"
" After the 2011 elections in West Bengal, Halim was replaced by Biman Banerjee as the Speaker of the West Bengal Vidhan Sabha.",H0,"[[41, 46, 'H0'], [63, 68, 'H0'], [69, 77, 'H0'], [85, 92, 'H1'], [100, 104, 'H1'], [105, 111, 'H1'], [112, 118, 'H1'], [119, 125, 'H1']]"
" Halim held a master's degree in commerce, a bachelor's degree in law and was awarded an honorary doctorate by Soka University, Tokyo.",H0,"[[0, 5, 'H0'], [13, 21, 'H1'], [22, 28, 'H1'], [29, 31, 'H1'], [32, 41, 'H1'], [42, 43, 'H1'], [44, 54, 'H1'], [55, 61, 'H1'], [62, 64, 'H1'], [65, 68, 'H1'], [77, 84, 'H1'], [85, 87, 'H1'], [88, 96, 'H1'], [97, 106, 'H1'], [110, 114, 'H1'], [115, 126, 'H1'], [127, 133, 'H1']]"
 He was married and had four children.,H1,"[[7, 14, 'H1']]"
" His son, Fuad Halim, was the CPI(M) candidate for the Ballygunge constituency in the 2011 West Bengal elections, but lost to Trinamool Congress' Subrata Mukherjee by 41,000 votes.",H0,"[[9, 13, 'H0'], [14, 20, 'H0'], [29, 35, 'H1'], [36, 45, 'H1'], [54, 64, 'H1'], [65, 77, 'H1'], [125, 134, 'H1'], [135, 144, 'H1'], [145, 152, 'H1'], [153, 162, 'H1']]"
 Halim died on 2 November 2015 in Kolkata at the age of 80.,H0,"[[0, 5, 'H0'], [6, 10, 'H1'], [11, 13, 'H1'], [14, 15, 'H1'], [16, 24, 'H1'], [25, 29, 'H1'], [30, 32, 'H1'], [33, 40, 'H1'], [41, 43, 'H1'], [44, 47, 'H1'], [48, 51, 'H1'], [52, 54, 'H1'], [55, 58, 'H1']]"
" Mostafa Abdollahi (1955-2015) was a seminal Iranian stage and film actor, theater director, voice artist and theater instructor.",H0,"[[0, 7, 'H0'], [8, 17, 'H0'], [18, 29, 'H1'], [44, 51, 'H1']]"
 He was widely recognized as an outstanding actor and the many productions that he directed provided him with a reputation as one of the leading theater directors in Iran.,None,[]
" In 1979, he was admitted to the dramatic arts faculty of Tehran to start his education in the directing and acting program.",H1,"[[32, 40, 'H1'], [41, 45, 'H1'], [46, 53, 'H1'], [54, 56, 'H1'], [57, 63, 'H1']]"
 Abdollahi established the Koocheh (meaning alley in English) theater group in his birthplace in 1970.,H0,"[[0, 9, 'H0'], [26, 33, 'H1'], [34, 42, 'H1'], [43, 48, 'H1'], [49, 51, 'H1'], [52, 60, 'H1'], [61, 68, 'H1'], [69, 74, 'H1']]"
" During 46 years of activity, he staged numerous plays both as an actor and as a director.",None,[]
" He also acted in many movies, TV theaters, Radio dramas, and TV series.",None,[]
" His artistic activities include acting and directing in 62 theater productions, directing several TV theaters and short films, directing and voice acting in more than 500 radio plays, and playing in famous TV series like Heroes Never Die, Lighter Than Darkness, and Zero Degree Turn.",None,[]
 Abdollahi is also the recipient of many awards for various artistic activities.,H0,"[[0, 9, 'H0']]"
" Born in 1955 in the city of Borujerd, Abdollahi passed his childhood and teenage years in his birthplace.",H0,"[[0, 4, 'H1'], [5, 7, 'H1'], [8, 12, 'H1'], [28, 37, 'H1'], [38, 47, 'H0']]"
" As he said: ""I was registered in Bahman school of Borujerd"".",H1,"[[33, 39, 'H1'], [40, 46, 'H1'], [47, 49, 'H1'], [50, 60, 'H1']]"
 He established Koocheh theater group in 1970.,H1,"[[15, 22, 'H1'], [23, 30, 'H1'], [31, 36, 'H1']]"
" Koocheh theater, which was the first scientific and organized theater in Borujerd, announced its existence by performing the Farmer of Chicago by Mark Twain.",H0,"[[146, 150, 'H0'], [151, 157, 'H0']]"
 Activity of Koocheh theater group in borujerd lasted until 1979.,None,[]
" During 9 years, the members of Koocheh theater group performed 17 plays from famous Iranian and western playwrights such as Bahram Beyzai, Athol Fugard, William Shakespeare, Gholam-Hossein Sa'edi, and Augusta, Lady Gregory.",H0,"[[84, 91, 'H1'], [124, 130, 'H0'], [131, 138, 'H0'], [139, 144, 'H0'], [145, 152, 'H0'], [153, 160, 'H0'], [161, 173, 'H0'], [174, 188, 'H0'], [189, 196, 'H0'], [197, 200, 'H1'], [201, 209, 'H0'], [210, 214, 'H0'], [215, 223, 'H0']]"
" After starting his studies at the Dramatic Arts Faculty of Tehran, Abdollahi was selected to play a small role in a play titled Enemies written by Maxim Gorky and directed by maestro Rokneddin Khosravi.",H0,"[[34, 42, 'H1'], [43, 47, 'H1'], [48, 55, 'H1'], [56, 58, 'H1'], [59, 66, 'H1'], [67, 76, 'H0'], [98, 99, 'H1'], [100, 105, 'H1'], [106, 110, 'H1'], [128, 135, 'H1'], [147, 152, 'H0'], [153, 158, 'H0'], [183, 192, 'H0'], [193, 202, 'H0']]"
" Within the rehearsal sessions, his virtuosity and endeavor caused Khosravi to choose him for Zakarov role, which is one of the leading roles in Enemies.",H0,"[[66, 74, 'H0'], [93, 100, 'H0']]"
" This play, however, was not performed because of the so-called cultural revolution and its sequences in Iran.",None,[]
" Iranian cultural revolution caused universities to be closed, therefore Abdollahi voluntarily went to Kerman province to help earthquake-stricken people and collaborated in rebuilding damaged towns.",H0,"[[72, 81, 'H0']]"
" Because of universities reopening in Iran by the end of the cultural revolution, he came back to Tehran and prepared Sizwe Banzi is dead as the graduation thesis of his classmate Majid Beheshti.",H0,"[[117, 122, 'H0'], [123, 128, 'H0'], [179, 184, 'H0'], [185, 194, 'H0']]"
 His brilliant performance attracted Hamid Samandarian's and Ghotbeddin Sadeghi's attentions who were two outstanding directors in Iran.,H0,"[[36, 41, 'H0'], [42, 55, 'H0'], [60, 70, 'H0'], [71, 80, 'H0']]"
 Abdollahi was one the first artists invited to join Honar theater group which was established by Ghotbeddin Sadeghi.,H0,"[[0, 9, 'H0'], [97, 107, 'H0'], [108, 116, 'H0']]"
 He collaborated with Honar theater group as the director and actor in more than 25 plays.,None,[]
" During 90's, the acting duo Mostafa Abdollahi and Michael Shahrestani was very famous and admirable in the Iran theater.",H0,"[[28, 35, 'H0'], [36, 45, 'H0'], [50, 57, 'H0'], [58, 69, 'H0']]"
 Many people know Abdollahi for his playing the role of an Iranian hero named Arsalan in the Heroes Never Die TV series.,H0,"[[17, 26, 'H0'], [47, 51, 'H1'], [77, 84, 'H0'], [92, 98, 'H1'], [99, 104, 'H1'], [105, 108, 'H1'], [109, 111, 'H1'], [112, 119, 'H1']]"
 Abdollahi started his acting in Iran television since 1986.,H0,"[[0, 9, 'H0']]"
" He also participated in several movies such as Living with the presence of a wall, Eye witness, and Mah-banoo.",H1,"[[47, 53, 'H1'], [54, 58, 'H1'], [59, 62, 'H1'], [63, 71, 'H1'], [72, 74, 'H1'], [75, 76, 'H1'], [77, 82, 'H1'], [83, 86, 'H1'], [87, 95, 'H1'], [96, 99, 'H1'], [100, 110, 'H1']]"
" Moreover, Abdollahi had many successful experiences in acting and directing dramas for Iran national radio and television.",H0,"[[10, 19, 'H0']]"
" By and large, he was recognized as a prominent artist in Iran and as Ghotbeddin Sadeghi said: “He never staged dull and useless plays, which are far from the culture of his homeland and he had faith in what he did on stage”Having a critical approach towards the domestic affairs in Iran, Mostafa Abdollahi profoundly tried to introduce salient western playwrights to the Iranian society.",H0,"[[69, 79, 'H0'], [80, 87, 'H0'], [288, 295, 'H0'], [296, 305, 'H0']]"
" For Instance, he was the first Iranian producer who directed a play by Pavel Kohout titled War on the third floor.",H0,"[[31, 38, 'H1'], [71, 76, 'H0'], [77, 83, 'H0']]"
 Abdollahi also introduced famous Russian writer Nikolai Erdman to Iranian audience by staging The mandate.,H0,"[[0, 9, 'H0'], [33, 40, 'H1'], [48, 55, 'H0'], [56, 62, 'H0']]"
" After performing Accidental death of an anarchist, a play written by Dari Fo, Koocheh theater group founded by Abdollahi was recognized the best theater group in Iran in 2013.",H0,"[[69, 73, 'H0'], [74, 77, 'H0'], [111, 120, 'H0']]"
" While having his last play, The lower depths written by Maxim Gorky, on the stage of the main hall of the Tehran City Theater Complex, he passed away in Tehran on 21 May 2015 after 14 years of suffering from blood cancer.",H0,"[[56, 61, 'H0'], [62, 68, 'H0'], [138, 144, 'H1'], [145, 149, 'H1'], [150, 152, 'H1'], [153, 159, 'H1'], [160, 162, 'H1'], [163, 165, 'H1'], [166, 169, 'H1'], [170, 174, 'H1'], [193, 202, 'H1'], [208, 213, 'H1'], [214, 221, 'H1']]"
" During 46 years of artistic activity, Abdollahi received numerous awards from various festivals and was paid tributes by his colleague and also Iranian universities.",H0,"[[38, 47, 'H0']]"
" Sidney Abbott (July 11, 1937 – April 15, 2015) was an American feminist and lesbian activist and writer.",H0,"[[0, 6, 'H0'], [7, 13, 'H0'], [14, 19, 'H1'], [20, 23, 'H1'], [24, 28, 'H1'], [29, 30, 'H1'], [31, 36, 'H1'], [37, 40, 'H1'], [41, 46, 'H1'], [54, 62, 'H1']]"
" A former member of the Lavender Menace, she co-authored Sappho Was a Right-on Woman: A Liberated View of Lesbianism and was one of the most vocal and active members in the National Organization for Women, helping the organization to focus on not just women's rights in general, but lesbian rights, as well.",H1,"[[9, 15, 'H1'], [23, 31, 'H1'], [32, 39, 'H1'], [157, 164, 'H1'], [172, 180, 'H1'], [181, 193, 'H1'], [194, 197, 'H1'], [198, 204, 'H1']]"
" Sidney Afton Abbott was born in 1937 into a military family, describing herself as a military brat.",H0,"[[0, 6, 'H0'], [7, 12, 'H0'], [13, 19, 'H0'], [20, 23, 'H1'], [24, 28, 'H1'], [29, 31, 'H1'], [32, 36, 'H1']]"
" She attended Smith College for three years, and graduated from the University of New Mexico in 1961.",H1,"[[4, 12, 'H1'], [13, 18, 'H1'], [19, 26, 'H1'], [48, 57, 'H1'], [67, 77, 'H1'], [78, 80, 'H1'], [81, 84, 'H1'], [85, 91, 'H1']]"
" She then attended Columbia University for graduate school, studying urban planning.",H1,"[[9, 17, 'H1'], [18, 26, 'H1'], [27, 37, 'H1']]"
 In 1969 she joined the National Organization for Women (NOW) and became one of the first people to speak out for lesbian rights on panels at the New York chapter of NOW and at Columbia University.,H1,"[[23, 31, 'H1'], [32, 44, 'H1'], [45, 48, 'H1'], [49, 54, 'H1'], [55, 60, 'H1'], [145, 148, 'H1'], [149, 153, 'H1'], [154, 161, 'H1'], [162, 164, 'H1'], [165, 168, 'H1'], [169, 172, 'H1'], [173, 175, 'H1'], [176, 184, 'H1'], [185, 196, 'H1']]"
" Abbott was a member of the Lavender Menace and co-authored Sappho Was a Right-on Woman: A Liberated View of Lesbianism in 1971, with Barbara Love.",H0,"[[0, 6, 'H0'], [27, 35, 'H1'], [36, 42, 'H1'], [133, 140, 'H0'], [141, 146, 'H0']]"
" In the mid-1970s, with Barbara Love, she lobbied for a NOW task force to be established to focus on lesbian issues, eventually it was established.",H0,"[[23, 30, 'H0'], [31, 36, 'H0']]"
" NOW first named the task force the ""sexuality and lesbian task force,"" and Abbott had to co-chair with a heterosexual woman.",H0,"[[75, 81, 'H0']]"
" At the NOW national conference in Philadelphia in 1976, Abbott demanded that 1% of the organizations budget should go to the task force, and succeeded.",H0,"[[56, 62, 'H0']]"
" During the conference, it was only one of two resolutions to pass.",None,[]
" Abbott served on the founding board of the National Gay and Lesbian Task Force, and worked to ensure the organization's board was equal numbers gay men and lesbian women.",H0,"[[0, 6, 'H0'], [43, 51, 'H1'], [52, 55, 'H1'], [56, 59, 'H1'], [60, 67, 'H1'], [68, 72, 'H1'], [73, 79, 'H1'], [164, 170, 'H1']]"
 She was named by the Manhattan Borough President to the community planning board; she was the first openly gay person to do so.,H1,"[[0, 3, 'H1'], [4, 7, 'H1'], [8, 13, 'H1'], [14, 16, 'H1'], [17, 20, 'H1'], [21, 30, 'H1'], [31, 38, 'H1'], [39, 48, 'H1'], [49, 51, 'H1'], [52, 55, 'H1'], [56, 65, 'H1'], [66, 74, 'H1'], [75, 81, 'H1']]"
 She also served as program developer for two departments in the New York City government.,H1,"[[19, 26, 'H1'], [27, 36, 'H1'], [64, 67, 'H1'], [68, 72, 'H1'], [73, 77, 'H1'], [78, 89, 'H1']]"
" She was co-chair for the New York Performing Arts Center, and was politically active in the North Fork area of Long Island, New York.",H1,"[[8, 16, 'H1'], [25, 28, 'H1'], [29, 33, 'H1'], [34, 44, 'H1'], [45, 49, 'H1'], [50, 57, 'H1']]"
" Abbott lived in Southold, New York.",H0,"[[0, 6, 'H0']]"
" In 2007, she founded the Women's Rights are Human Rights nonprofit.",H1,"[[25, 32, 'H1'], [33, 39, 'H1'], [44, 49, 'H1'], [50, 56, 'H1']]"
" In 2008, she started a newsletter, In Our Shoes, about politics, class, and poverty.",None,[]
 Her personal archives are located in the Sophia Smith Collection at Smith College and in the Radcliff College feminist collection of NOW biographies.,H0,"[[41, 47, 'H0'], [48, 53, 'H0']]"
" Abbott died in a house fire in Southold, New York on April 15, 2015.",H0,"[[0, 6, 'H0'], [7, 11, 'H1'], [31, 40, 'H1'], [41, 44, 'H1'], [45, 49, 'H1'], [50, 52, 'H1'], [53, 58, 'H1'], [59, 62, 'H1'], [63, 68, 'H1']]"
 Sidney Abbott; Barbara Love (1972).,H0,"[[0, 6, 'H0'], [7, 14, 'H0'], [15, 22, 'H0'], [23, 27, 'H0']]"
" ""Is Women's Liberation a Lesbian Plot?"".",None,[]
 Woman in Sexist Society: Studies in Power and Powerlessness.,None,[]
 New American Library.,None,[]
 ISBN 978-0-465-09199-7.,None,[]
 Sidney Abbott; Barbara Love (1977).,H0,"[[0, 6, 'H0'], [7, 14, 'H0'], [15, 22, 'H0'], [23, 27, 'H0']]"
 Sappho was a Right-on Woman: A Liberated View of Lesbianism.,None,[]
 Stein and Day.,H0,"[[0, 5, 'H0'], [10, 14, 'H0']]"
 ISBN 978-0-8128-2406-3.,None,[]
 Admiral Sir Peter Charles Abbott (12 February 1942 – 28 September 2015) was a Royal Navy officer and Vice-Chief of the Defence Staff.,H0,"[[0, 7, 'H1'], [8, 11, 'H0'], [12, 17, 'H0'], [18, 25, 'H0'], [26, 32, 'H0'], [33, 36, 'H1'], [37, 45, 'H1'], [46, 50, 'H1'], [51, 52, 'H1'], [53, 55, 'H1'], [56, 65, 'H1'], [66, 71, 'H1'], [78, 83, 'H1'], [84, 88, 'H1'], [89, 96, 'H1'], [101, 111, 'H1'], [112, 114, 'H1'], [115, 118, 'H1'], [119, 126, 'H1'], [127, 133, 'H1']]"
 Abbott was born on 12 February 1942.,H0,"[[0, 6, 'H0'], [19, 21, 'H1'], [22, 30, 'H1'], [31, 36, 'H1']]"
 He was educated at St.,H1,"[[19, 22, 'H1']]"
" Edward's School, Oxford before going on to Queens' College, Cambridge.",H1,"[[0, 8, 'H1'], [9, 16, 'H1'], [17, 23, 'H1'], [43, 50, 'H1'], [51, 59, 'H1'], [60, 70, 'H1']]"
 Abbott was commissioned into the Royal Navy in 1964.,H0,"[[0, 6, 'H0'], [33, 38, 'H1'], [39, 43, 'H1']]"
" He commanded the minesweeper, HMS Chawton, from 1972 to 1975 and then joined the staff of the Senior Naval Officer in the West Indies.",H1,"[[3, 12, 'H1'], [30, 33, 'H1'], [34, 42, 'H1'], [94, 100, 'H1'], [101, 106, 'H1'], [107, 114, 'H1']]"
" He became commanding officer of the frigate HMS Ambuscade in 1976, second-in-command of the aircraft carrier HMS Bulwark in 1980 and the Chief of Defence Staff's briefer during the Falklands War in 1982.",H1,"[[10, 20, 'H1'], [21, 28, 'H1'], [36, 43, 'H1'], [44, 47, 'H1'], [48, 57, 'H1'], [67, 84, 'H1'], [92, 100, 'H1'], [101, 108, 'H1'], [109, 112, 'H1'], [113, 120, 'H1'], [137, 142, 'H1'], [143, 145, 'H1'], [146, 153, 'H1'], [154, 161, 'H1']]"
 He then became commanding officer of the frigate HMS Ajax as well as captain of the 1st Frigate Squadron in 1983.,H1,"[[15, 25, 'H1'], [26, 33, 'H1'], [41, 48, 'H1'], [49, 52, 'H1'], [53, 57, 'H1'], [69, 76, 'H1'], [84, 87, 'H1'], [88, 95, 'H1'], [96, 104, 'H1']]"
" He became Director of Navy Plans in 1985 and, having been promoted to rear admiral, he was appointed Flag Officer, Second Flotilla in 1989.",H1,"[[10, 18, 'H1'], [22, 26, 'H1'], [27, 32, 'H1'], [70, 74, 'H1'], [75, 83, 'H1'], [101, 105, 'H1'], [106, 114, 'H1'], [115, 121, 'H1'], [122, 130, 'H1']]"
" He was made Assistant Chief of the Naval Staff in 1991 and, having been promoted to vice admiral, was appointed Deputy Supreme Allied Commander Atlantic in 1993.",H1,"[[12, 21, 'H1'], [22, 27, 'H1'], [35, 40, 'H1'], [41, 46, 'H1'], [84, 88, 'H1'], [89, 97, 'H1'], [112, 118, 'H1'], [119, 126, 'H1'], [127, 133, 'H1'], [134, 143, 'H1'], [144, 152, 'H1']]"
" He became Commander-in-Chief Fleet and, having been promoted to admiral in 1995, he became Vice-Chief of the Defence Staff in 1997.",H1,"[[10, 28, 'H1'], [29, 34, 'H1'], [64, 71, 'H1'], [91, 101, 'H1'], [102, 104, 'H1'], [105, 108, 'H1'], [109, 116, 'H1'], [117, 122, 'H1']]"
" In retirement, Abbott was made Chairman of the Trustees of the Royal Naval Museum.",H0,"[[15, 21, 'H0'], [31, 39, 'H1'], [40, 42, 'H1'], [43, 46, 'H1'], [47, 55, 'H1'], [63, 68, 'H1'], [69, 74, 'H1'], [75, 82, 'H1']]"
" He was also President of MSSC, governing charity of the Marine Society and the Sea Cadets.",H1,"[[12, 21, 'H1'], [25, 30, 'H1'], [52, 55, 'H1'], [56, 62, 'H1'], [63, 70, 'H1'], [71, 74, 'H1'], [75, 78, 'H1'], [79, 82, 'H1'], [83, 90, 'H1']]"
 He died of cancer on 28 September 2015.,H1,"[[3, 7, 'H1'], [21, 23, 'H1'], [24, 33, 'H1'], [34, 39, 'H1']]"
" Robert Kennedy Abbett (January 5, 1926 – June 20, 2015) was an American artist and illustrator.",H0,"[[0, 6, 'H0'], [7, 14, 'H0'], [15, 21, 'H0'], [31, 33, 'H1'], [34, 38, 'H1'], [39, 40, 'H1'], [41, 45, 'H1'], [46, 49, 'H1'], [50, 55, 'H1'], [56, 59, 'H1']]"
" Abbett was born in 1926 in Hammond, Indiana.",H0,"[[0, 6, 'H0'], [19, 23, 'H1'], [27, 35, 'H1'], [36, 44, 'H1']]"
" During the late-1950s, 1960s and 1970s, Robert Abbett, also credited as Bob Abbett, illustrated book covers for war novels, detective novels, thrillers, historical fiction and science fiction.",H0,"[[40, 46, 'H0'], [47, 54, 'H0'], [72, 75, 'H0'], [76, 83, 'H0']]"
" Today, Abbett is best known for his paintings of wildlife (in particular, dogs), wilderness, sporting, and fishing.",H0,"[[7, 13, 'H0']]"
" His illustrations have been featured in a large number of books, magazines, and advertising.",None,[]
" He has also authored or been featured in several art-related books, including A Season for Painting: The Outdoor Paintings of Robert K.",H0,"[[126, 132, 'H0'], [133, 135, 'H0']]"
 Abbett and Wings from Cover: The Upland Images of Robert Abbett and Ed Gray.,H0,"[[0, 6, 'H0'], [50, 56, 'H0'], [57, 63, 'H0'], [68, 70, 'H0'], [71, 76, 'H0']]"
 Abbett is a graduate of both the University of Missouri and Purdue University.,H0,"[[0, 6, 'H0'], [33, 43, 'H1'], [44, 46, 'H1'], [47, 55, 'H1'], [60, 66, 'H1'], [67, 78, 'H1']]"
" In 1953, Abbett moved to rural Connecticut where he built a house on an old farm (namely, Oakdale Farm).",H0,"[[9, 15, 'H0']]"
" There, Abbett was inspired by the untouched wilderness and forests, and began painting what he has become famous for today: animals and countrylife.",H0,"[[7, 13, 'H0']]"
" He died on June 20, 2015 at the age of 89 at his home in Bridgewater, Connecticut.",H1,"[[3, 7, 'H1'], [8, 10, 'H1'], [11, 15, 'H1'], [16, 19, 'H1'], [20, 24, 'H1'], [32, 35, 'H1'], [36, 38, 'H1'], [39, 41, 'H1'], [57, 69, 'H1'], [70, 82, 'H1']]"
 Robert K.,H0,"[[0, 6, 'H0'], [7, 9, 'H0']]"
" Abbett was an illustrator for Ballantine Books, Pyramid Books and Ace Books, as well as Gold Medal, Avon, Permabook, and Pocket Books.",H0,"[[0, 6, 'H0'], [14, 25, 'H1'], [30, 40, 'H1'], [41, 47, 'H1'], [48, 55, 'H1'], [56, 61, 'H1'], [70, 76, 'H1'], [88, 92, 'H1'], [93, 99, 'H1'], [100, 105, 'H1'], [106, 116, 'H1'], [121, 127, 'H1'], [128, 134, 'H1']]"
" He illustrated Edgar Rice Burroughs' books, including the Tarzan series, Barsoom series, and Pellucidar series.",H0,"[[15, 20, 'H0'], [21, 25, 'H0']]"
" The Quiet American by Graham Greene, Bantam Books, 1957 The Devil to Pay by Ellery Queen (pseudonym), Pocket Books, 1958 Spearhead by Franklin M.",H0,"[[76, 82, 'H0'], [83, 88, 'H0'], [134, 142, 'H0'], [143, 145, 'H0']]"
" Davis, Jr.",H0,"[[0, 6, 'H0'], [7, 10, 'H0']]"
" , Permabooks, 1958 Justice, My Brother by James Keene (pseudonym of William Everett Cook), Dell Books, 1959 Turn on the Heat by A.",H0,"[[42, 47, 'H0'], [48, 53, 'H0'], [65, 67, 'H1'], [68, 75, 'H0'], [76, 83, 'H0'], [84, 90, 'H0'], [128, 130, 'H0']]"
 A.,H0,"[[0, 2, 'H0']]"
" Fair, Dell Books 1959 Colonel Hugh North Solves The MULTI-MILLION-DOLLAR MURDERS, by F.",H0,"[[0, 5, 'H0'], [85, 87, 'H0']]"
" Van Wyck Mason, Cardinal Edition, 1960 Fear is the Key by Alistair MacLean, Permabook, 1960 Kiss Off the Dead by Garrity, Gold Medal, 1960 Mark Kilby and the Miami Mob by Robert Caine Frazer, Pocket Books, 1960 Plot It Yourself by Rex Stout, Bantam Books, 1960 The Fix by Jack Usher, Pocket Books, Inc.",H0,"[[0, 3, 'H0'], [4, 8, 'H0'], [9, 15, 'H0'], [58, 66, 'H0'], [67, 75, 'H0'], [171, 177, 'H0'], [178, 183, 'H0'], [184, 191, 'H0'], [231, 234, 'H1'], [235, 241, 'H1'], [272, 276, 'H0'], [277, 283, 'H0']]"
" , 1961 The Grave's in the Medal by Manning Lee Stokes, Dell 1961 The Counterfeit Courier by James C.",H0,"[[35, 42, 'H1'], [43, 46, 'H1'], [47, 54, 'H1'], [92, 97, 'H0'], [98, 100, 'H0']]"
" Sheers, Dell Books, 1961 Born of Battle by Robert Crane, Pyramid Books, 1962 Cry, Baby by Jack Ehrlich, Dell 1962 The Girl From Midnight by Robert Wade and Bill Miller, Gold Medal Books, 1962 Cleopatra, by Jeffry K.",H0,"[[0, 7, 'H0'], [43, 49, 'H0'], [50, 56, 'H0'], [90, 94, 'H0'], [95, 103, 'H0'], [140, 146, 'H0'], [147, 151, 'H0'], [156, 160, 'H0'], [161, 168, 'H0'], [206, 212, 'H0'], [213, 215, 'H0']]"
" Gardner, 1962 Earth Abides, by George R.",H0,"[[0, 8, 'H0'], [31, 37, 'H0'], [38, 40, 'H0']]"
" Stewart, Ace Books 1962 The Hate Merchant by Niven Busch, Macfadden Books, 1962 Tobruk by Peter Rabe, Bantam Books Acapulco G.",H0,"[[0, 8, 'H0'], [45, 50, 'H0'], [51, 57, 'H0'], [90, 95, 'H1'], [96, 101, 'H1']]"
 P.,None,[]
 O.,None,[]
" by Day Keene, Dell Books The Life and Good Times of Randolf Hearst, by John Tebbel, Paperback Library, Inc.",H0,"[[3, 6, 'H0'], [7, 13, 'H0'], [71, 75, 'H0'], [76, 83, 'H0']]"
" , 1962 The Case Against Satan by Ray Russell, Paperback Library, Inc.",H0,"[[33, 36, 'H0'], [37, 45, 'H0']]"
" , 1963 The Bowl of Brass by Paul Wellman, Paperback Library, Inc.",H0,"[[28, 32, 'H0'], [33, 41, 'H0']]"
 Assignment—Stella Marni (Sam Durell Series) by Edward S.,H0,"[[47, 53, 'H0'], [54, 56, 'H0']]"
" Aarons, Gold Medal Book, 1965 A Woman of the People by Benjamin Capps, Duell, Sloan & Pearce, 1966 Chicago 11 by Day Keen, Dell, 1966 The Dark Fantastic by Whit Masterson (pseudonym of Robert Wade and H.",H0,"[[0, 7, 'H0'], [55, 63, 'H0'], [64, 70, 'H0'], [71, 77, 'H1'], [78, 83, 'H1'], [86, 93, 'H1'], [113, 116, 'H0'], [117, 122, 'H0'], [156, 160, 'H0'], [161, 170, 'H0'], [185, 191, 'H0'], [192, 196, 'H0'], [197, 200, 'H1'], [201, 203, 'H0']]"
" Bill Miller), Avon Books, 1966 In the Last Analysis by Amanda Cross (pseudonym of Carolyn G.",H0,"[[0, 4, 'H0'], [5, 13, 'H0'], [55, 61, 'H0'], [62, 67, 'H0'], [82, 89, 'H0'], [90, 92, 'H0']]"
" Heilbrun), 1966 (ISBN 0380545101) The Bull Whip Breed by J.",H0,"[[0, 10, 'H0'], [57, 59, 'H0']]"
 T.,H0,"[[0, 2, 'H0']]"
